88;5,16;4
89;5,13,16;4
89;1,-15,16;5
90;4,5;6
91;5,9,16;4
91;5,7,-15;7
91;4,5,13;6
91;1,4,-15;7
91;0,-6,-15;7
92;5,10;4
93;1,16;5
94;5,10,14;4
94;5,7,-13;7
94;4,5,15;6
94;1,4,-13;7
94;0,-6,-13;7
95;5,7;7
95;1,4;7
95;0,-6;7
96;18,19;0
97;13,18,19;0
98;14,18,19;0
99;9,18,19;0
100;15,18,19;0
101;3,18,19;1
101;1,-17,18;5
102;14,15,18,19;0
103;9,15,18,19;0
103;7,-16,18,19;3
103;3,14,18,19;1
103;1,14,-17,18;5
103;0,-16,-17,-20;15
104;16,18,19;0
105;13,16,18,19;0
106;4,18,19;2
106;2,19,-20;10
107;9,16,18,19;0
107;7,-15,18,19;3
107;4,13,18,19;2
107;2,13,19,-20;10
107;0,-15,-17,-20;15
108;10,18,19;0
109;10,13,18,19;0
109;7,-14,18,19;3
109;3,16,18,19;1
109;1,16,-17,18;5
109;0,-14,-17,-20;15
110;10,14,18,19;0
110;7,-13,18,19;3
110;4,15,18,19;2
110;2,15,19,-20;10
110;0,-13,-17,-20;15
111;7,18,19;3
111;0,-17,-20;15
112;11,19;0
112;8,-20;12
112;5,18;4
113;11,13,19;0
113;8,13,-20;12
113;5,13,18;4
113;1,-15,18;5
114;11,14,19;0
114;8,14,-20;12
114;5,14,18;4
115;9,11,19;0
115;8,9,-20;12
115;5,9,18;4
115;0,-10,-20;15
116;11,15,19;0
116;8,15,-20;12
116;5,15,18;4
116;1,-13,18;5
117;1,18;5
118;11,14,15,19;0
118;8,14,15,-20;12
118;5,14,15,18;4
118;1,-13,14,18;5
118;0,-13,-16,-20;15
119;1,14,18;5
119;0,-16,-20;15
120;11,16,19;0
120;8,16,-20;12
120;5,16,18;4
121;11,13,16,19;0
121;8,13,16,-20;12
121;5,13,16,18;4
121;1,-15,16,18;5
121;0,-14,-15,-20;15
122;4,11,19;2
122;4,8,-20;14
122;4,5,18;6
122;2,5,-20;14
122;0,-3,-20;14
123;0,-15,-20;15
124;10,11,19;0
124;8,10,-20;12
124;5,10,18;4
124;0,-9,-20;15
125;1,16,18;5
125;0,-14,-20;15
126;0,-13,-20;15
127;0,-20;15
128;20;0
129;13,20;0
130;14,20;0
131;9,20;0
132;15,20;0
133;3,20;1
134;14,15,20;0
135;9,15,20;0
135;7,-16,20;3
135;3,14,20;1
136;16,20;0
137;13,16,20;0
138;4,20;2
138;2,-18;10
139;9,16,20;0
139;7,-15,20;3
139;4,13,20;2
139;2,13,-18;10
140;10,20;0
141;10,13,20;0
141;7,-14,20;3
141;3,16,20;1
142;10,14,20;0
142;7,-13,20;3
142;4,15,20;2
142;2,15,-18;10
143;7,20;3
144;17,20;0
145;13,17,20;0
146;14,17,20;0
147;9,17,20;0
148;15,17,20;0
149;3,17,20;1
149;1,-19,20;5
150;14,15,17,20;0
151;9,15,17,20;0
151;7,-16,17,20;3
151;3,14,17,20;1
151;1,14,-19,20;5
151;0,-16,-18,-19;15
152;16,17,20;0
153;13,16,17,20;0
154;4,17,20;2
154;2,17,-18;10
155;9,16,17,20;0
155;7,-15,17,20;3
155;4,13,17,20;2
155;2,13,17,-18;10
155;0,-15,-18,-19;15
156;10,17,20;0
157;10,13,17,20;0
157;7,-14,17,20;3
157;3,16,17,20;1
157;1,16,-19,20;5
157;0,-14,-18,-19;15
158;10,14,17,20;0
158;7,-13,17,20;3
158;4,15,17,20;2
158;2,15,17,-18;10
158;0,-13,-18,-19;15
159;7,17,20;3
159;0,-18,-19;15
160;6;8
161;6,13;8
162;6,14;8
162;2,-16;10
163;6,9;8
164;6,15;8
165;3,6;9
166;6,14,15;8
166;2,15,-16;10
167;6,9,15;8
167;6,7,-16;11
167;3,6,14;9
167;2,3,-16;11
167;0,-5,-16;11
168;6,16;8
168;2,-14;10
169;6,13,16;8
169;2,13,-14;10
170;2;10
171;2,13;10
172;6,10;8
173;6,10,13;8
173;6,7,-14;11
173;3,6,16;9
173;2,3,-14;11
173;0,-5,-14;11
174;2,15;10
175;6,7;11
175;2,3;11
175;0,-5;11
176;11,20;0
176;8,-19;12
176;6,17;8
177;11,13,20;0
177;8,13,-19;12
177;6,13,17;8
178;11,14,20;0
178;8,14,-19;12
178;6,14,17;8
178;2,-16,17;10
179;9,11,20;0
179;8,9,-19;12
179;6,9,17;8
179;0,-10,-19;15
180;11,15,20;0
180;8,15,-19;12
180;6,15,17;8
181;3,11,20;1
181;3,8,-19;13
181;3,6,17;9
181;1,6,-19;13
181;0,-4,-19;13
182;11,14,15,20;0
182;8,14,15,-19;12
182;6,14,15,17;8
182;2,15,-16,17;10
182;0,-13,-16,-19;15
183;0,-16,-19;15
184;11,16,20;0
184;8,16,-19;12
184;6,16,17;8
184;2,-14,17;10
185;11,13,16,20;0
185;8,13,16,-19;12
185;6,13,16,17;8
185;2,13,-14,17;10
185;0,-14,-15,-19;15
186;2,17;10
187;2,13,17;10
187;0,-15,-19;15
188;10,11,20;0
188;8,10,-19;12
188;6,10,17;8
188;0,-9,-19;15
189;0,-14,-19;15
190;2,15,17;10
190;0,-13,-19;15
191;0,-19;15
192;12;0
193;12,13;0
194;12,14;0
195;9,12;0
196;12,15;0
197;3,12;1
198;12,14,15;0
199;9,12,15;0
199;7,12,-16;3
199;3,12,14;1
199;0,-11,-16;15
200;12,16;0
201;12,13,16;0
202;4,12;2
203;9,12,16;0
203;7,12,-15;3
203;4,12,13;2
203;0,-11,-15;15
204;10,12;0
205;10,12,13;0
205;7,12,-14;3
205;3,12,16;1
205;0,-11,-14;15
206;10,12,14;0
206;7,12,-13;3
206;4,12,15;2
206;0,-11,-13;15
207;7,12;3
207;0,-11;15
208;12,17;0
208;8,-18;12
208;5,20;4
209;12,13,17;0
209;8,13,-18;12
209;5,13,20;4
209;1,-15,20;5
210;12,14,17;0
210;8,14,-18;12
210;5,14,20;4
211;9,12,17;0
211;8,9,-18;12
211;5,9,20;4
211;0,-10,-18;15
212;12,15,17;0
212;8,15,-18;12
212;5,15,20;4
212;1,-13,20;5
213;1,20;5
214;12,14,15,17;0
214;8,14,15,-18;12
214;5,14,15,20;4
214;1,-13,14,20;5
214;0,-13,-16,-18;15
215;1,14,20;5
215;0,-16,-18;15
216;12,16,17;0
216;8,16,-18;12
216;5,16,20;4
217;12,13,16,17;0
217;8,13,16,-18;12
217;5,13,16,20;4
217;1,-15,16,20;5
217;0,-14,-15,-18;15
218;4,12,17;2
218;4,8,-18;14
218;4,5,20;6
218;2,5,-18;14
218;0,-3,-18;14
219;0,-15,-18;15
220;10,12,17;0
220;8,10,-18;12
220;5,10,20;4
220;0,-9,-18;15
221;1,16,20;5
221;0,-14,-18;15
222;0,-13,-18;15
223;0,-18;15
224;12,18;0
224;8,-17;12
224;6,19;8
225;12,13,18;0
225;8,13,-17;12
225;6,13,19;8
226;12,14,18;0
226;8,14,-17;12
226;6,14,19;8
226;2,-16,19;10
227;9,12,18;0
227;8,9,-17;12
227;6,9,19;8
227;0,-10,-17;15
228;12,15,18;0
228;8,15,-17;12
228;6,15,19;8
229;3,12,18;1
229;3,8,-17;13
229;3,6,19;9
229;1,6,-17;13
229;0,-4,-17;13
230;12,14,15,18;0
230;8,14,15,-17;12
230;6,14,15,19;8
230;2,15,-16,19;10
230;0,-13,-16,-17;15
231;0,-16,-17;15
232;12,16,18;0
232;8,16,-17;12
232;6,16,19;8
232;2,-14,19;10
233;12,13,16,18;0
233;8,13,16,-17;12
233;6,13,16,19;8
233;2,13,-14,19;10
233;0,-14,-15,-17;15
234;2,19;10
235;2,13,19;10
235;0,-15,-17;15
236;10,12,18;0
236;8,10,-17;12
236;6,10,19;8
236;0,-9,-17;15
237;0,-14,-17;15
238;2,15,19;10
238;0,-13,-17;15
239;0,-17;15
240;8;12
241;8,13;12
242;8,14;12
243;8,9;12
243;0,-10;15
244;8,15;12
245;3,8;13
245;1,6;13
245;0,-4;13
246;8,14,15;12
246;0,-13,-16;15
247;0,-16;15
248;8,16;12
249;8,13,16;12
249;0,-14,-15;15
250;4,8;14
250;2,5;14
250;0,-3;14
251;0,-15;15
252;8,10;12
252;0,-9;15
253;0,-14;15
254;0,-13;15
255;0;15
